Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of event,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Type of education facility,Attacks on Schools,Attacks on Universities,Military Occupation of Education facility,Arson attack on education facility,Forced Entry into education facility,Damage/Destruction To Ed facility Event,Attacks on Students and Teachers,Educators Killed,Educators Injured,Educators Kidnapped,Educators Arrested,Students Attacked in School,Students Killed,Students Injured,Students Kidnapped,Students Arrested,Sexual Violence Affecting School Age Children,SiND Event ID
9/12/23,September 2023: a teacher and 35 students were arrested by junta forces. ,Myanmar,MMR,Chin,21.371757,93.973654,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,40,0,41538
9/12/23,September 2023: A school was raided by junta forces. ,Myanmar,MMR,Kayin State,16.0413857,98.1209715,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41568
9/11/23,"September 2023: A school that served nearly 3,000 students was set on fire by unidentified perpetrators. ",Afghanistan,AFG,Takhar Province,37.1456901,69.449124,(2) 25 km Precision ,Education Building ,No Information,No Information,Arson,University,0,1,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41800
9/11/23,September 2023: The PDF attacked junta soldiers stationed inside a school.,Myanmar,MMR,Sagaing Region,21.92514,95.575851,(2) 25 km Precision ,Education Building ,Multiple,"Myanmar Armed Forces, People's Defence Force (Myanmar)",Firearms,School: No Further Details,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,41537
9/11/23,September 2023: Fighting erupted between junta forces and the PDF inside a school.,Myanmar,MMR,Tanintharyi Region,12.974613,98.6469248,(2) 25 km Precision ,Education Building ,Multiple,"Myanmar Armed Forces, People's Defence Force (Myanmar)",Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,41535
9/11/23,September 2023: All school activities were paused after shots were fired at school by a Houthi leader while there were students inside. ,Yemen,YEM,Ibb Governorate,13.96338868,44.1759953,(2) 25 km Precision ,Education Building ,NSA,Shia al-Houthi rebels,Firearms,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41966
9/11/23,September 2023: Military materials belonging to the PDF were confiscated from a school by Junta forces.,Myanmar,MMR,Magway,21.6095022,94.8591521,(2) 25 km Precision ,Education Building ,Multiple,"Myanmar Armed Forces, People's Defence Force (Myanmar)","Firearms, Unspecified Explosive",School: No Further Details,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41536
9/10/23,"September 2023: A school was damaged in a Myanmar military airstrike using a helicopter, machine guns and bombs.",Myanmar,MMR,Sagaing Region,22.077789,94.900139,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,40885
9/10/23,September 2023: A school was attacked by a joint force of Karen National Union and Karen National Defence Organisation who were targeting the Myanmar military.,Myanmar,MMR,Kayin State,16.49610735,98.15848589,(2) 25 km Precision ,Education Building ,NSA,"Karen National Defence Organisation, KNU Karen National Union (Myanmar)",Artillery,School: No Further Details,1,0,0,0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,40870
9/10/23,September 2023: Karen National Defense Force attack a school where junta soldiers are stationed.,Myanmar,MMR,Kayin State,16.594461,98.043526,(2) 25 km Precision ,Education Building ,NSA,Karen National Defence Organisation,Firearms,School: No Further Details,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,41534
9/10/23,September 2023: 30 students were arrested and had their heads shaved by Taliban members from the Promotion of Virtue and Prevention of Vice branch who conducted an operation at a university dormitory because the students played music at a small party. Students were released after 24 hours but they were prohibited from entering their dormitory again.,Afghanistan,AFG,Faryab Province,35.936516,64.792673,(2) 25 km Precision ,Education Building ,Police,Islamic Emirate of Afghanistan,No Information on the Weapon Used,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,29,0,41801
9/9/23,September 2023: A teacher was injured in an artillery attack by junta forces on a school campus.,Myanmar,MMR,Kachin State,24.2493952,97.3459136,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Artillery,School: No Further Details,1,0,0,0,0,1,TRUE,0,1,0,0,1,0,0,0,0,0,41521
9/9/23,September 2023: A primary school was set on fire down by unidentified perpetrators.,Mali,MLI,Kidal,19.802089,0.725312457,(2) 25 km Precision ,Education Building ,No Information,No Information,Arson,Primary School,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41563
9/9/23,September 2023: A school was raided by soldiers; teachers and children flee.,Myanmar,MMR,Sagaing Region,24.22291825,96.14610796,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Firearms,Secondary School,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41520
9/9/23,September 2023: An education director was fatally shot at his house.,South Sudan,SSD,Western Equatoria,6.392071674,27.76999057,(2) 25 km Precision ,Home,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,63735
9/9/23,"September 2023: Near a secondary school, armed clashes occurred between the RSF and SAF.",Sudan,SDN,North Darfur State,13.6238244,25.3555559,"(3) District, Communicipality or Commune ",Education Building ,Multiple,"Rapid Support Forces, Sudanese Armed Forces",Firearms,Secondary School,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,63559
9/8/23,September 2023: The head of a teachers union was kidnapped by Houthi security forces amid strikes by teachers in Houthi-controlled zones calling for the payment of their delayed salaries.,Yemen,YEM,Al Mahwit Governorate,15.358427,43.426491,(2) 25 km Precision ,Unspecified Location,NSA,Shia al-Houthi rebels,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,41965
9/8/23,September 2023: A teacher was detained by pro-Turkey Military Police and tortured for four days before being taken to a hospital where he died from his injuries.,Syria,SYR,Aleppo Governorate,36.19924,37.1637253,"(3) District, Communicipality or Commune ",Unspecified Location,NSA,Militia,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,1,0,0,0,0,0,0,41819
9/8/23,"September 2023: A male school teacher was ambushed, shot, and killed by two gunmen. One of the suspects was detained by the Taliban.",Afghanistan,AFG,Panjshir Province,35.4338536,69.7930899,(2) 25 km Precision ,On Way To or From School,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,41799
9/8/23,September 2023: A school was seized by junta forces. ,Myanmar,MMR,Sagaing Region,22.1182175,95.1324747,"(3) District, Communicipality or Commune ",Education Building ,Other,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41519
9/7/23,September 2023: Many protestors including a university lecturer were beaten and detained by police and military personnel who halted a peaceful demonstration regarding challenges facing ethnic Tigrayans.,Ethiopia,ETH,Tigray,13.48578959,39.53993169,(2) 25 km Precision ,Other,Police,Ethiopian Police,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,1,0,1,0,0,0,0,0,0,41546
9/7/23,September 2023: Junta forces stationed at a school were attacked.,Myanmar,MMR,Mandalay,21.898103,95.6877173,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41517
9/7/23,"September 2023: Two primary schools were raided, a classroom was demolished, and the schools were heavily looted of electronics, furniture, and constructions materials by over 50 Turkana militia in a suspected politically-motivated attack.",Kenya,KEN,Rift Valley,2.76556575,35.59772282,(2) 25 km Precision ,Education Building ,NSA,Militia,Firearms,Primary School,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41548
9/7/23,September 2023: A male teacher was killed in an attack by armed men. ,Haiti,HTI,West,18.55025398,-72.29364401,"(3) District, Communicipality or Commune ",Unspecified Location,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,41971
9/7/23,September 2023: A teacher and four students were killed and six others injured in an airstrike by junta forces. A student's dormitory was also damaged.,Myanmar,MMR,Kayin State,18.06496,97.444878,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Plane,Secondary School,1,0,0,0,0,1,TRUE,1,0,0,0,5,4,0,0,0,0,41518
9/6/23,As reported in September 2023: A school was reportedly closed and occupied by the Houthi militia.,Yemen,YEM,Ibb Governorate,14.142357,44.576651,(2) 25 km Precision ,Education Building ,NSA,Shia al-Houthi rebels,Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,61205
9/6/23,September 2023: Weapons and ammunition belonging to the PDF were confiscated from a school by Junta forces.,Myanmar,MMR,Sagaing Region,21.8774215,95.9839956,(2) 25 km Precision ,Education Building ,Other,People's Defence Force (Myanmar),Unspecified Explosive,School: No Further Details,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41513
9/6/23,September 2023: Two perpetrators opened fire on junta forces stationed near a school.,Myanmar,MMR,Tanintharyi Region,13.8678756,98.2636492,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Firearms,School: No Further Details,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,41514
9/6/23,September 2023: A school was raided by junta soldiers. ,Myanmar,MMR,Sagaing Region,22.1182175,95.1324747,"(3) District, Communicipality or Commune ",Education Building ,Other,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41515
9/6/23,September 2023: A school was attacked by anti-junta forces when a group of people gathered inside to deliver food.,Myanmar,MMR,Magway,21.6095022,94.8591521,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Firearms,School: No Further Details,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41516
9/6/23,As reported in September 2023: A school was reportedly closed and occupied by the Houthi militia.,Yemen,YEM,Ibb Governorate,14.108172,44.082402,"(3) District, Communicipality or Commune ",Education Building ,NSA,Shia al-Houthi rebels,Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,61204
9/6/23,"September 2023: University student found dead following her disappearance 2 days prior. In response, female students at the university demanded increased security.",Nigeria,NGA,Ekiti State,7.77660084,5.310092568,(2) 25 km Precision ,Education Building ,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,1,0,0,0,0,41943
9/6/23,September 2023: A male teacher was killed and a student and a civilian were injured in a shooting by unidentified perpetrators. ,Pakistan,PAK,Sindh,25.0726735,67.2034654,(2) 25 km Precision ,Unspecified Location,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,1,0,0,0,41817
9/5/23,September 2023: A university dean was assaulted by a Houthi leader appointed as the deputy president of a university when the group stormed the college after the dean refused a memorandum presented by a cousin of the newly elected deputy president of another university.,Yemen,YEM,Amanat Al Asimah,15.3538569,44.2058841,(2) 25 km Precision ,Education Building ,NSA,Shia al-Houthi rebels,Unarmed Perpetrator,Not Applicable,0,0,0,0,0,0,FALSE,0,1,0,0,0,0,0,0,0,0,41964
9/5/23,September 2023: A university ceremony was attacked by the PDF with rockets.,Myanmar,MMR,Sagaing Region,22.1182175,95.1324747,(2) 25 km Precision ,Education Building ,Other,People's Defence Force (Myanmar),Rocket,University,0,1,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41512
9/5/23,"September 2023: A school was directly hit by a rocket fired by the Syrian regime forces, which destroyed the school building.",Syria,SYR,Idleb Governorate,35.60595185,36.4616154,(2) 25 km Precision ,Education Building ,Other,Syrian Armed Forces,Rocket,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,62932
9/5/23,September 2023: A newly renovated primary school was burnt down by an unidentified armed group who had called for a two-week lockdown. ,Cameroon,CMR,Northwest,5.971899978,10.46325762,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Arson,Primary School,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41507
9/4/23,September 2023: Classrooms were demolished when a school was stormed by armed men. ,Yemen,YEM,Ibb Governorate,13.319615,43.24767,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Firearms,School: No Further Details,1,0,0,0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,41963
9/4/23,September 2023: Junta forces stationed at a school.,Myanmar,MMR,Sagaing Region,22.28528432,95.45058988,"(3) District, Communicipality or Commune ",Education Building ,Other,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41511
9/4/23,September 2023: A male teacher at a government school was killed by unidentified perpetrators in a drive-by shooting. ,Pakistan,PAK,Balochistan,27.0472866,66.66501105,(2) 25 km Precision ,Private Travel,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,41815
9/3/23,September 2023: Two teachers were killed by an unidentified armed group while they were on their way back from a school-related meeting. ,Cameroon,CMR,Northwest,6.275798581,10.4552078,(2) 25 km Precision ,On Way To or From School,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,2,0,0,0,0,0,0,0,0,0,41505
9/3/23,September 2023: Israeli police confiscated Palestinian textbooks from students outside a secondary school as classes were set to resume after the summer break.,OPT,PSE,Jerusalem District,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Firearms,Secondary School,1,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,65936
9/2/23,September 2023: Teachers were arrested in a raid on the town by the PDF. ,Myanmar,MMR,Magway,21.6095022,94.8591521,(2) 25 km Precision ,Unspecified Location,Other,People's Defence Force (Myanmar),Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,18,0,0,0,0,0,0,41495
9/2/23,02 September 2023: Three IEA members attempted to sexually assault a female teacher in a school. Local residents stopped the assault but five were severely injured due to IEA gunfire. The three members were arrested.,Afghanistan,AFG,Bamyan Province,34.98399226,68.00538185,(2) 25 km Precision ,Education Building ,Other,Islamic Emirate of Afghanistan,Firearms,School: No Further Details,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,45209
9/2/23,September 2023: Weapons were found in a school by junta forces. ,Myanmar,MMR,Sagaing Region,22.5666618,95.6999989,"(3) District, Communicipality or Commune ",Education Building ,Other,People's Defence Force (Myanmar),Rocket,School: No Further Details,0,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,41510
9/2/23,"September 2023: Kindergartens and multiple other locations were threatened by reports of mines. After inspection, no explosives were found.",Ukraine,UKR,Dnipropetrovsk Oblast,48.4680221,35.0417711,(2) 25 km Precision ,Remote Threat,No Information,No Information,Not Applicable: No Direct Violence,Pre-School,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,40399
9/2/23,September 2023: Junta forces stationed at a school.,Myanmar,MMR,Magway,21.6095022,94.8591521,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Firearms,Primary School,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41496
9/1/23,September 2023: A school director and another person were killed by suspected IS Sahel militants.,Niger,NER,Tillabéri Region,14.429363,2.3433607,"(3) District, Communicipality or Commune ",Unspecified Location,NSA,Islamic State of the Greater Sahara,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,41566
9/1/23,September 2023: A school was vandalised by unidentified perpetrators.,Mali,MLI,Kidal,18.4408358,1.4075395,(2) 25 km Precision ,Education Building ,No Information,No Information,Unarmed Perpetrator,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41561
9/1/23,September 2023: A school was occupied by the military council.,Myanmar,MMR,Tanintharyi Region,12.974613,98.6469248,(2) 25 km Precision ,Education Building ,Multiple,"Myanmar Armed Forces, People's Defence Force (Myanmar)","Arson, Firearms",School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,57916
8/31/23,"August 2023: Schools were damaged when used as a bunker by the Myanmar military during a battle with a joint force of Karen National Liberation Army, Karen National Defence Organisation and local resistance forces",Myanmar,MMR,Bago Region,18.32733,96.76947,(2) 25 km Precision ,Public Building,Multiple,Unidentified Armed Actor,"Artillery, Firearms",School: No Further Details,1,0,1,0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,40658
8/31/23,September: University took measures to secure its valuable academic records due to escalating violence perpetrated by Grand-Ravine gang members in the area. ,Haiti,HTI,West,18.53131375,-72.33416908,(2) 25 km Precision ,Education Building ,Criminal,Grand Ravine Gang,Firearms,University,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,41414
8/31/23,"Around, 31 August 2023: Education facilities were subjected to mine threats. 155 objects were checked but no explosives were found.",Ukraine,UKR,Dnipropetrovsk Oblast,48.4680221,35.0417711,(2) 25 km Precision ,Remote Threat,No Information,No Information,Not Applicable: No Direct Violence,School: No Further Details,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,40395
8/31/23,August 2023: A driver and school employee were detained by Israeli authorities allegedly while they were transporting textbooks to a Palestinian private school.,OPT,PSE,Jerusalem District,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,65937
8/30/23,August 2023: A school was shot at and later burnt down by the Al-Aqsa Martyrs Brigade who threatened to continue attacks against the educational institution. The school may have been targeted because it was one of the first Palestinian schools to adopt the Israeli Curriculum. ,OPT,PSE,Jerusalem District,0,0,censored,Education Building ,No Information,No Information,Arson,Secondary School,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41821
8/29/23,"August 2023: In the midst of renewed clashes between the SDF and Military Council, backed by Arab tribes, the SDF seized control of 9 schools and converted them into military barracks.",Syria,SYR,Deir Ezzor Governorate,35.27477408,40.24291848,(2) 25 km Precision ,Education Building ,NSA,Syrian Democratic Forces,Firearms,School: No Further Details,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41456
8/29/23,"Between 29 August and 05 September 2023: In al-Khabour al-Sharqi, Deir ez-Zor governorate, in the midst of renewed clashes between the SDF and the Deir ez-Zor Military Council, backed by Arab tribes, the SDF seized control of 9 schools, in addition other civilian facilities elsewhere, and converted them into military barracks",Syria,SYR,Deir Ezzor Governorate,35.2693236,40.24011719,"(4) Province, State, Governorate ",Education Building ,NSA,Syrian Democratic Forces,Firearms,School: No Further Details,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41820
8/29/23,August 2023: An educational director was ambushed and kidnapped by JNIM militants. He was released 2 days later.,Mali,MLI,Timbuktu,16.6904119,-2.8515344,(2) 25 km Precision ,Private Travel,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,41040
8/29/23,"29 August 2023: In al-Khabour al-Gharbi village, Deir ez-Zor governorate, in the midst of renewed clashes between the SDF and the Deir ez-Zor Military Council, backed by Arab tribes, the SDF seized control of 9 schools, in addition other civilian facilities elsewhere, and converted them into military barracks.",Syria,SYR,Deir Ezzor Governorate,35.12440158,40.39407858,"(4) Province, State, Governorate ",Education Building ,Other,Syrian Armed Forces,Firearms,School: No Further Details,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,42801
8/26/23,August 2023: A vacant school was reportedly damaged when Russian warplanes conducted airstrikes in conjunction with regime fighters shelling the village with artillery and rockets.,Syria,SYR,Idlib Governorate,35.8155686,36.3174963,"(3) District, Communicipality or Commune ",Education Building ,Other,Syrian or Russian Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,40912
8/24/23,"August 2023: Four students were injured, others were sexually assaulted, and valuables were stolen when armed men invaded a university's dorms. ",Nigeria,NGA,Rivers State,4.774889359,7.018890381,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Knife,University,0,1,0,0,1,0,TRUE,0,0,0,0,4,0,4,0,0,0,41141
8/24/23,"August 2023: In an IDP Camp, a school was subject to an attempted attack by Al Shabaab gunmen who were repulsed by security officials. ",Kenya,KEN,Coast,-2.2675396,40.9010641,(2) 25 km Precision ,Education Building ,NSA,Al-Shabaab,Firearms,Primary School,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,83865
8/24/23,August 2023: Israeli soldiers fired tear gas bombs at Palestinian teachers.,OPT,PSE,West Bank,0,0,censored,On Way To or From School,Civilian,Israeli settlers,"Tasers, Live and Rubber Bullets",Not Applicable,0,0,0,0,0,0,FALSE,0,6,0,0,0,0,0,0,0,0,41379
8/23/23,"August 2023: Two students were arrested when police stormed a hostel of a university, they were subsequently released.",South Sudan,SSD,Western Bahr el Ghazal State,7.69113525,27.99501037,(2) 25 km Precision ,Education Building ,Police,South Sudan National Police Service,Firearms,University,0,1,1,0,1,0,TRUE,0,0,0,0,0,0,0,0,2,0,41494
8/23/23,August 2023: A teacher was beaten and dragged out to a nearby school by parents of a student the teacher reprimanded.,Bangladesh,BGD,Khulna Division,23.0102818,89.20724332,(2) 25 km Precision ,Education Building ,Civilian,Beneficiaries,Other Weapon,Primary School,1,0,0,0,1,0,TRUE,0,1,0,0,1,0,0,0,0,0,41169
8/23/23,23 August 2023: A kindergarten caught fire after it was hit by a Russian airstrike.,Ukraine,UKR,Kherson Oblast,46.6401295,32.6143922,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,Pre-School,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,61648
8/23/23,"August 2023: A male optometrist, a female CDM associate professor and their son were arrested by the  Myanmar police and military. Their optometry clinic and house were sealed and confiscated.",Myanmar,MMR,Mandalay,21.98682203,96.07801437,(2) 25 km Precision ,Home,Multiple,"Myanmar Armed Forces, Myanmar Police Force",Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,40569
8/23/23,"August 2023: A school director, the deputy director, a secretary, and a librarian were killed and a school was destroyed in a Russian attack.",Ukraine,UKR,Sumy Oblast,50.74207,33.4877,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,4,0,0,0,0,0,40820
8/22/23,August 2023: School set on fire by RMM members.,Chile,CHL,Araucanía Region,-38.5185689,-71.8284309,(2) 25 km Precision ,Education Building ,NSA,Resistencia Mapuche Malleco,Arson,Primary School,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41413
8/21/23,August 2023: A teacher was shot and killed by a militia.  ,Kenya,KEN,Rift Valley,1.095819418,36.96211326,(2) 25 km Precision ,Unspecified Location,NSA,Militia,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,41038
8/20/23,August 2023: Teachers were attacked and beaten and three staff were kidnapped by Houthi forces as they participated in a strike. ,Yemen,YEM,Dhamar Governorate,14.481734,43.948301,(2) 25 km Precision ,Unspecified Location,NSA,Shia al-Houthi rebels,Knife,Not Applicable,0,0,0,0,0,0,FALSE,0,7,3,0,0,0,0,0,0,0,41383
8/20/23,August 2023: A school principal was killed in front of her home.,Myanmar,MMR,Tanintharyi Region,12.0911435,99.0111487,(2) 25 km Precision ,Home,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,41356
8/19/23,August 2023: A school where 30 junta soldiers were based was attacked by the PDF.,Myanmar,MMR,Kayin State,16.0413857,98.1209715,(2) 25 km Precision ,Education Building ,Other,People's Defence Force (Myanmar),Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41354
8/18/23,August 2023: Two university students were assaulted by activists inside their hall of residence.,Bangladesh,BGD,Sylhet Division,24.9156895,91.8219376,(2) 25 km Precision ,Education Building ,NSA,Bangladesh Chhatra League,Fist and Foot,Secondary School,1,0,0,0,1,0,TRUE,0,0,0,0,2,0,2,0,0,0,41154
8/18/23, August 2023: A private coach was killed by three thieves.,Bangladesh,BGD,Dhaka Division,23.8477,90.2587,"(3) District, Communicipality or Commune ",Unspecified Location,Criminal,Criminal,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,41155
8/18/23,"August 2023: UNRWA suspends its services as armed fighters occupy eight UNRWA schools, damaging and looting them. ",Lebanon,LBN,South Governorate,0,0,censored by HDX,Education Building ,NSA,"Fatah, Jund al-Sham",Firearms,School: No Further Details,1,0,1,0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,41376
8/17/23,August 2023: An elementary school was demolished.,OPT,PSE,West Bank,0,0,censored,Education Building ,No Information,No Information,Firearms,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,66006
8/16/23,August 2023: PDF weapons found inside a school by junta forces.,Myanmar,MMR,Sagaing Region,22.3680785,95.7880232,(2) 25 km Precision ,Education Building ,Multiple,"Myanmar Armed Forces, People's Defence Force (Myanmar)",Firearms,School: No Further Details,1,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41352
8/16/23,"August 2023: Weapons and ammunition were found at a school during a raid by junta forces. 
",Myanmar,MMR,Magway,21.3342915,95.07651215,"(3) District, Communicipality or Commune ",Education Building ,Other,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41353
8/16/23,August 2023: PDF members confiscated school keys and phones from staff to prevent a school from opening.,Myanmar,MMR,Sagaing Region,22.5666618,95.6999989,"(3) District, Communicipality or Commune ",Education Building ,Other,People's Defence Force (Myanmar),Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,41351
8/16/23,August 2023: 15 teachers were arrested and a school was forced to close by junta forces. ,Myanmar,MMR,Mandalay,21.958904,96.091162,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,15,0,0,0,0,0,0,41296
8/16/23,August 2023: A child was kidnapped by Houthi forces.,Yemen,YEM,Al Mahwit Governorate,15.497724,43.368282,(2) 25 km Precision ,Education Building ,NSA,Shia al-Houthi rebels,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,1,0,0,41387
8/16/23,"August 2023: Students were forcefully evicted by police who stormed the girls hostel of a university. 
",South Sudan,SSD,Western Bahr el Ghazal State,7.69113525,27.99501037,(2) 25 km Precision ,Education Building ,Police,South Sudan National Police Service,Firearms,University,0,1,1,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,41143
8/16/23,August 2023: A school was set on fire and destroyed by RMM members. ,Chile,CHL,Araucanía Region,-38.3616472,-71.9548273,(2) 25 km Precision ,Education Building ,NSA,Resistencia Mapuche Malleco,Arson,Primary School,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,41412
